famille	rang	photo	libelle1	libelle2	libelle3	libelle4	libelle5	libelle6	pvttc	pvht	tva	tph	pvbarre	refweb	etat	four	reffour
11	41	d0-75-ob.jpg	DIAM'SD0.75-OB	Solitaire en or blanc 18 carats 1 diamant 0.15 carat 14 diamants de 0.01 carat couleur F pureté SI1		Or blanc<BR>OR 18 CARATS<BR>3,00 Gr<BR><PUn><BR><PCn>			 153072.00	 152690.24	    381.76	      0.00	      0.00	BO-57.0D 999		999	D0.75-OB
11	42	d0-76-ob.jpg	DIAM'SD0.76-OB	Solitaire en or blanc 18 carats 1 diamant  0.15  carat 10  diamants 0.01 carat couleur F pureté SI1		Or blanc<BR>OR 18 CARATS<BR>2,20 Gr<BR><PUn><BR><PCn>			 129854.00	 129530.14	    323.86	      0.00	      0.00	BO-67.0D 999		999	D0.76-OB
11	43	d0-79.jpg	DIAM'SD0.79	Solitaire en or jaune 18 caarats 1 diamant de 0.20 carat couleur F pureté SI1		Or jaune<BR>OR 18 CARATS<BR>2,70 Gr<BR><PUn><BR><PCn>			 127638.00	 127319.67	    318.33	      0.00	      0.00	97.0D 999		999	D0.79
11	44	d0-81.jpg	DIAM'SD0.81	Solitaire en or jaune 18 carats 1diamant de 0,07 carat couleur F pureté SI1		Or jaune<BR>OR 18 CARATS<BR>2,70 Gr<BR><PUn><BR><PCn>			  54500.00	  54364.08	    135.92	      0.00	      0.00	18.0D 999		999	D0.81
11	45	d0-81-ro.jpg	DIAM'SD0.81-RO	Solitaire en or rose 18 carats 1 diamant de 0,07 carat couleur F pureté SI1		Or rose<BR>OR 18 CARATS<BR>2,60 Gr<BR><PUn><BR><PCn>			  56700.00	  56558.59	    141.41	      0.00	      0.00	OR-18.0D 999		999	D0.81-RO
11	46	d0-84.jpg	DIAM'SD0.84	Solitaire en or jaune 18 carats 1 diamant de 0.15 carat couleur F pureté SI1		<BR>OR 18 CARATS<BR>2,90 Gr<BR><PUn><BR><PCn>			  93774.00	  93540.13	    233.87	      0.00	      0.00	48.0D 999		999	D0.84
11	47	d0-86.jpg	DIAM'SD0.86	Solitaire en or jaune 18 carats 1 diamant de 0.30 ct 4 diamants de 0.02 ct 8 diamants de 0.01 ct FSI1		Or jaune<BR>OR 18 CARATS<BR>3,80 Gr<BR><PUn><BR><PCn>			 269000.00	 268329.11	    670.89	      0.00	      0.00	68.0D 999		999	D0.86
11	48	d0-86-ob.jpg	DIAM'SD0.86-OB	Solitaire en or blanc 18 carat 1 diamant de 0.30 ct diamants 0.16 carat couleur F pureté SI1		Or blanc<BR>OR 18 CARATS<BR>3,80 Gr<BR><PUn><BR><PCn>			 275300.00	 274613.40	    686.60	      0.00	      0.00	BO-68.0D 999		999	D0.86-OB
11	49	d0-96.jpg	DIAM'SD0.96	Solitaire en or jaune 18 carats diamants 0.25 carat couleur F pureté SI1		Or jaune<BR>OR 18 CARATS<BR>4,60 Gr<BR><PUn><BR><PCn>			 139200.00	 138852.84	    347.16	      0.00	      0.00	69.0D 999		999	D0.96
17	2	bg-3ors.jpg	DIAM'SBG/3ORS	Alliance 3 ors 18 carats		trois ors<BR>OR 18 CARATS<BR>4,08 Gr			  60800.00	  60648.36	    151.64	      0.00	      0.00	SRO3/GB 999		999	BG/3ORS
17	3	d1-111-ob.jpg	DIAM'SD1.111-OB	Alliance en or blanc 18 carats ajourée		Or blanc<BR>OR 18 CARATS<BR>5,00 Gr			  62100.00	  61945.12	    154.88	      0.00	      0.00	BO-111.1D 999		999	D1.111-OB
17	4	d1-112.jpg	DIAM'SD1.112	Alliance en or jaune 18 carats ajourée		Or jaune<BR>OR 18 CARATS<BR>5,00 Gr			  55500.00	  55361.58	    138.42	      0.00	      0.00	211.1D 999		999	D1.112
17	5	d1-127-ob.jpg	DIAM'SD1.127-OB	Alliance torsadée en or blanc 18 carats		Or blanc<BR>OR 18 CARATS<BR>3,00 Gr			  40200.00	  40099.74	    100.26	      0.00	      0.00	BO-721.1D 999		999	D1.127-OB
17	6	d1-128-ob-br.jpg	DIAM'SD1.128-OB-BR	Alliance en or blanc 18 carats brossée		Or blanc<BR>OR 18 CARATS<BR>6,20 Gr			  74600.00	  74413.95	    186.05	      0.00	      0.00	RB-BO-821.1D 999		999	D1.128-OB-BR
17	7	d1-129.jpg	DIAM'SD1.129	Alliance en or jaune 18 carats motifs coeurs		Or jaune<BR>OR 18 CARATS<BR>2,20 Gr			  27800.00	  27730.67	     69.33	      0.00	      0.00	921.1D 999		999	D1.129
17	8	d1-130-ob.jpg	DIAM'SD1.130-OB	Alliance en or blanc 18 carats liserés en vague		Or blanc<BR>OR 18 CARATS<BR>4,30 Gr			  54900.00	  54763.08	    136.92	      0.00	      0.00	BO-031.1D 999		999	D1.130-OB
17	9	d1-131.jpg	DIAM'SD1.131	Alliance en or jaune 18 carats		Or jaune<BR>OR 18 CARATS<BR>4,40 Gr			  49800.00	  49675.80	    124.20	      0.00	      0.00	131.1D 999		999	D1.131
17	10	d1-134.jpg	DIAM'SD1.134	Alliance ciselée  en or jaune 18 carats		Or jaune<BR>OR 18 CARATS<BR>5,00 Gr			  59400.00	  59251.86	    148.14	      0.00	      0.00	431.1D 999		999	D1.134
17	11	d1-166-ob.jpg	DIAM'SD1.166-OB	Alliance en or blanc 18 carats , 18 diamants de 0,01 ct en FSI1		Or blanc<BR>OR 18 CARATS<BR>1,90 Gr			  76500.00	  76309.21	    190.79	      0.00	      0.00	BO-661.1D 999		999	D1.166-OB
17	12	d1-167.jpg	DIAM'SD1.167	Alliance en or jaune 18 carats		Or jaune<BR>OR 18 CARATS<BR>1,60 Gr			  21100.00	  21047.38	     52.62	      0.00	      0.00	761.1D 999		999	D1.167
17	13	d1-167-ro.jpg	DIAM'SD1.167-RO	Alliance en or rose 18 carats		Or rose<BR>OR 18 CARATS<BR>1,80 Gr			  22800.00	  22743.14	     56.86	      0.00	      0.00	OR-761.1D 999		999	D1.167-RO
17	14	d1-170.jpg	DIAM'SD1.170	Alliance boules en or jaune 18 carats		Or jaune<BR>OR 18 CARATS<BR>1,80 Gr			  22500.00	  22443.89	     56.11	      0.00	      0.00	071.1D 999		999	D1.170
17	15	d1-170-ob.jpg	DIAM'SD1.170-OB	Alliance boules en or blanc 18 carats		Or blanc<BR>OR 18 CARATS<BR>1,80 Gr			  26200.00	  26134.66	     65.34	      0.00	      0.00	BO-071.1D 999		999	D1.170-OB
17	16	d1-170-ro.jpg	DIAM'SD1.170-RO	Alliance boules en or rose 18 carats		Or rose<BR>OR 18 CARATS<BR>1,80 Gr			  22800.00	  22743.14	     56.86	      0.00	      0.00	OR-071.1D 999		999	D1.170-RO
17	17	d1-37.jpg	DIAM'SD1.37	Alliance fléche faitière ajourée en or jaune 18 carats		Or jaune<BR>OR 18 CARATS<BR>5,00 Gr			  55500.00	  55361.58	    138.42	      0.00	      0.00	73.1D 999		999	D1.37
17	18	d1-37-ob.jpg	DIAM'SD1.37-OB	Alliance flèche faitière en or blanc 18 carats		Or blanc<BR>OR 18 CARATS<BR>4,70 Gr			  62100.00	  61945.12	    154.88	      0.00	      0.00	BO-73.1D 999		999	D1.37-OB
17	19	d1-45-ob.jpg	DIAM'SD1.45-OB	Alliance tiki en or blanc 18 carats		Or blanc<BR>OR 18 CARATS<BR>4,30 Gr			  56000.00	  55860.34	    139.66	      0.00	      0.00	BO-54.1D 999		999	D1.45-OB
17	20	d1-48-ob.jpg	DIAM'SD1.48-OB	Alliance en or jaune 18 cts forme carré.		Or jaune<BR>OR 18 CARATS<BR>5,30 Gr			  65200.00	  65037.39	    162.61	      0.00	      0.00	BO-84.1D 999		999	D1.48-OB
17	21	d1-65-bro.jpg	DIAM'SD1.65-BRO	Alliance brossée en or jaune 18 carats		Or jaune<BR>OR 18 CARATS<BR>5,80 Gr			  64200.00	  64039.89	    160.11	      0.00	      0.00	ORB-56.1D 999		999	D1.65-BRO
17	22	d1-65-ob.jpg	DIAM'SD1.65-OB	Alliance en or blanc 18 carats		Or blanc<BR>OR 18 CARATS<BR>6,40 Gr			  77900.00	  77705.72	    194.28	      0.00	      0.00	BO-56.1D 999		999	D1.65-OB
17	23	d1-74-ob.jpg	DIAM'SD1.74/OB	Alliance ruban en or blanc 18 carats		Or blanc<BR>OR 18 CARATS<BR>5,60 Gr			  68400.00	  68229.41	    170.59	      0.00	      0.00	BO/47.1D 999		999	D1.74/OB
17	24	d1-82-ob.jpg	DIAM'SD1.82-OB	Alliance en or blanc 18 carats un liseré		Or blanc<BR>OR 18 CARATS<BR>4,20 Gr			  53900.00	  53765.57	    134.43	      0.00	      0.00	BO-28.1D 999		999	D1.82-OB
17	25	d1-88-ob.jpg	DIAM'SD1.88/OB	Alliance en or blanc 18 carats		Or blanc<BR>OR 18 CARATS<BR>4,90 Gr			  61100.00	  60947.62	    152.38	      0.00	      0.00	BO/88.1D 999		999	D1.88/OB
17	26	dj-2-ob.jpg	DIAM'SDJ.2-OB	Alliance en or blanc 18 carats		Or blanc<BR>OR 18 CARATS<BR>1,60 Gr			  23318.00	  23259.84	     58.16	      0.00	      0.00	BO-2.JD 999		999	DJ.2-OB
17	27	dj-4-ob.jpg	DIAM'SDJ.4-OB	Alliance demi - jonc 4mm en or blanc 18 carats		Or blanc<BR>OR 18 CARATS<BR>5,30 Gr			  61012.00	  60859.84	    152.16	      0.00	      0.00	BO-4.JD 999		999	DJ.4-OB
17	28	r-2.jpg	DIAM'SR.2	Alliance ruban en or jaune 18 carats		Or jaune<BR>OR 18 CARATS<BR>2,30 Gr			  27539.00	  27470.32	     68.68	      0.00	      0.00	2.R 999		999	R.2
17	29	r-3-ob.jpg	DIAM'SR.3-OB	Alliance ruban 3 mm en or blanc  18 carats		Or blanc<BR>OR 18 CARATS<BR>3,00 Gr			  36591.00	  36499.74	     91.26	      0.00	      0.00	BO-3.R 999		999	R.3-OB
17	30	r-3-5-l10-1.jpg	DIAM'SR.3.5-L10.1	Alliance ruban  en or jaune 18 carats 3,5 mm motif		<BR>OR 18 CARATS<BR>2,90 Gr			  38500.00	  38403.98	     96.02	      0.00	      0.00	1.01L-5.3.R 999		999	R.3.5-L10.1
17	31	r-4-write.jpg	DIAM'SR.4-WRITE	Alliance en or jaune 18 carats 4 mm gravure personalisée.		Or jaune<BR>OR 18 CARATS<BR>4,00 Gr			  48800.00	  48678.29	    121.71	      0.00	      0.00	ETIRW-4.R 999		999	R.4-WRITE
17	32	r-4-5-l10-11.jpg	DIAM'SR.4.5-L10.11	Alliance tiki  en or jaune 18 carats résine noir  largeur 4,5 mm		Or jaune<BR>OR 18 CARATS<BR>4,40 Gr			  53700.00	  53566.07	    133.93	      0.00	      0.00	11.01L-5.4.R 999		999	R.4.5-L10.11
17	33	r-5-l10-19.jpg	DIAM'SR.5-L10.19	Alliance ruban 5 mm en or jaune 18 carats motifs fléches		Or jaune<BR>OR 18 CARATS<BR>4,00 Gr			  50000.00	  49875.30	    124.70	      0.00	      0.00	91.01L-5.R 999		999	R.5-L10.19
17	34	r-5-l10-7.jpg	DIAM'SR.5-L10.7	Alliance ruban gravée en or jaune 18 carats		Or jaune<BR>OR 18 CARATS<BR>4,50 Gr			  54800.00	  54663.33	    136.67	      0.00	      0.00	7.01L-5.R 999		999	R.5-L10.7
17	35	r-5-ob.jpg	DIAM'SR.5-OB	Alliance ruban 5 mm en or blanc 18 carats		Or blanc<BR>OR 18 CARATS<BR>4,90 Gr			  57092.00	  56949.61	    142.39	      0.00	      0.00	BO-5.R 999		999	R.5-OB
17	36	r-5-ob-l10-1.jpg	DIAM'SR.5-OB-L10.1	Alliance ruban  en or blanc 18 carats largeur 5 mm motif		Or jaune<BR>OR 18 CARATS<BR>4,60 Gr			  62000.00	  61845.37	    154.63	      0.00	      0.00	1.01L-BO-5.R 999		999	R.5-OB-L10.1
17	37	r-6.jpg	DIAM'SR.6	Alliance ruban 6mm en or jaune 18 carats		Or jaune<BR>OR 18 CARATS<BR>6,20 Gr			  64431.00	  64270.31	    160.69	      0.00	      0.00	6.R 999		999	R.6
17	38	r-7-ob.jpg	DIAM'SR.7-OB	Alliance ruban 7 mm en or blanc 18 carats		Or blanc<BR>OR 18 CARATS<BR>6,50 Gr			  73674.00	  73490.26	    183.74	      0.00	      0.00	BO-7.R 999		999	R.7-OB
17	39	rb-2.jpg	DIAM'SRB.2	Alliance ruban bombée or jaune 18 carats		Or jaune<BR>OR 18 CARATS<BR>1,60 Gr			  20210.00	  20159.60	     50.40	      0.00	      0.00	2.BR 999		999	RB.2
17	40	rb-4.jpg	DIAM'SRB.4	Alliance ruban bombée  4 mm en or jaune 18 carats		Or jaune<BR>OR 18 CARATS<BR>3,90 Gr			  41714.00	  41609.97	    104.03	      0.00	      0.00	4.BR 999		999	RB.4
17	41	rb-4-l10-9.jpg	DIAM'SRB.4-L10.9	Alliance ruban bombé 4m en or jaune 18 carats motif léopard		Or jaune<BR>OR 18 CARATS<BR>3,50 Gr			  44200.00	  44089.77	    110.23	      0.00	      0.00	9.01L-4.BR 999		999	RB.4-L10.9
17	42	rb-5-l10-17.jpg	DIAM'SRB.5-L10.17	Alliance ruban bombé en or jaune 18 carats largeur 5 mm motifs pneu		Or jaune<BR>OR 18 CARATS<BR>4,40 Gr			  53700.00	  53566.07	    133.93	      0.00	      0.00	71.01L-5.BR 999		999	RB.5-L10.17
17	43	rb-5-ob.jpg	DIAM'SRB.5-OB	Alliance ruban bombé en or blanc 18 carats Largeur  5mm		Or blanc<BR>OR 18 CARATS<BR>4,90 Gr			  57092.00	  56949.61	    142.39	      0.00	      0.00	BO-5.BR 999		999	RB.5-OB
17	44	rb-6.jpg	DIAM'SRB.6	Alliance ruban bombé en or jaune 18 carats : largeur 6 mm		Or jaune<BR>OR 18 CARATS<BR>5,50 Gr			  57092.00	  56949.61	    142.39	      0.00	      0.00	6.BR 999		999	RB.6
17	45	rb-6-l10-9.jpg	DIAM'SRB.6-L10.9	Alliance motif léopard en or jaune 18 carats largeur 6 mm		Or jaune<BR>OR 18 CARATS<BR>5,10 Gr			  60400.00	  60249.36	    150.64	      0.00	      0.00	9.01L-6.BR 999		999	RB.6-L10.9
17	46	rb-7-ob.jpg	DIAM'SRB.7-OB	Alliance ruban bombée 7mm en or blanc 18 carats		Or blanc<BR>OR 18 CARATS<BR>6,90 Gr			  77493.00	  77299.73	    193.27	      0.00	      0.00	BO-7.BR 999		999	RB.7-OB
2C	1	bear.jpg	DIAM'SBEAR	Pendentif Origami Ours en or jaune 18 carats.		Or jaune<BR>OR 18 CARATS<BR>1,00 Gr			  12371.00	  12340.15	     30.85	      0.00	      0.00	RAEB 999		999	BEAR
2C	2	cat.jpg	DIAM'SCAT	Pendentif Origami Chat en or jaune 18 carats.		Or jaune<BR>OR 18 CARATS<BR>0,80 Gr			  10456.00	  10429.92	     26.08	      0.00	      0.00	TAC 999		999	CAT
2C	3	cerf.jpg	DIAM'SCERF	Pendentif Origami Cerf en or jaune 18 carats.		Or jaune<BR>OR 18 CARATS<BR>1,80 Gr			  19198.00	  19150.12	     47.88	      0.00	      0.00	FREC 999		999	CERF
2C	4	coq.jpg	DIAM'SCOQ	Pendentif Origami Coq en or jaune 18 carats.		Or jaune<BR>OR 18 CARATS<BR>1,10 Gr			  12872.00	  12839.90	     32.10	      0.00	      0.00	QOC 999		999	COQ
2C	5	ecureuil.jpg	DIAM'SECUREUIL	Pendentif Origami Ecureuil en or jaune 18 carats.		Or jaune<BR>OR 18 CARATS<BR>0,90 Gr			  11358.00	  11329.67	     28.33	      0.00	      0.00	LIUERUCE 999		999	ECUREUIL
2C	6	elephant.jpg	DIAM'SELEPHANT	Pendentif Origami Eléphant en or jaune 18 carats.		Or jaune<BR>OR 18 CARATS<BR>1,10 Gr			  13173.00	  13140.15	     32.85	      0.00	      0.00	TNAHPELE 999		999	ELEPHANT
2C	7	flamant.jpg	DIAM'SFLAMANT	Pendentif Origami Flamant en or jaune 18 carats.		Or jaune<BR>OR 18 CARATS<BR>0,90 Gr			  11358.00	  11329.67	     28.33	      0.00	      0.00	TNAMALF 999		999	FLAMANT
2C	8	fox.jpg	DIAM'SFOX	Pendentif Origami Renard en or jaune 18 carats.		Or jaune<BR>OR 18 CARATS<BR>0,90 Gr			  11358.00	  11329.67	     28.33	      0.00	      0.00	XOF 999		999	FOX
2C	9	licorne.jpg	DIAM'SLICORNE	Pendentif Origami Licorne en or jaune 18 carats.		Or jaune<BR>OR 18 CARATS<BR>1,10 Gr			  13173.00	  13140.15	     32.85	      0.00	      0.00	ENROCIL 999		999	LICORNE
2C	10	panda.jpg	DIAM'SPANDA	Pendentif Origami Panda en or jaune 18 carats.		Or jaune<BR>OR 18 CARATS<BR>1,10 Gr			  13173.00	  13140.15	     32.85	      0.00	      0.00	ADNAP 999		999	PANDA
2C	11	pig.jpg	DIAM'SPIG	Pendentif Origami Cochon en or jaune 18 carats.		Or jaune<BR>OR 18 CARATS<BR>0,90 Gr			  11358.00	  11329.67	     28.33	      0.00	      0.00	GIP 999		999	PIG
2C	12	rabbit.jpg	DIAM'SRABBIT	Pendentif Origami Lapin en or jaune 18 carats.		Or jaune<BR>OR 18 CARATS<BR>0,80 Gr			  10456.00	  10429.92	     26.08	      0.00	      0.00	TIBBAR 999		999	RABBIT
2C	13	whale.jpg	DIAM'SWHALE	Pendentif Origami Baleine en or jaune 18 carats.		Or jaune<BR>OR 18 CARATS<BR>0,80 Gr			  10456.00	  10429.92	     26.08	      0.00	      0.00	ELAHW 999		999	WHALE
21	1	3-763.jpg	DIAM'S3.763	Pendentif coeur en or jaune 18 carats diamants 0.49 carat couleur F pureté SI1		Or jaune<BR>OR 18 CARATS<BR>2,70 Gr<BR><PUn><BR><PCn>			 174500.00	 174064.80	    435.20	      0.00	      0.00	367.3 999		999	3.763
21	2	3-763-ob.jpg	DIAM'S3.763-OB	Pendentif coeur en or blanc 18 cts , diamants : 0,49 ct en FSI1.		Or blanc<BR>OR 18 CARATS<BR>3,00 Gr<BR><PUn><BR><PCn>			 165332.00	 164919.66	    412.34	      0.00	      0.00	BO-367.3 999		999	3.763-OB
21	3	3-831.jpg	DIAM'S3.831	Pendentif en or jaune 18 carats 1 diamant de 0.30 carat couleur F pureté SI1		Or jaune<BR>OR 18 CARATS<BR>1,60 Gr<BR><PUn><BR><PCn>			 138600.00	 138254.33	    345.67	      0.00	      0.00	138.3 999		999	3.831
21	4	3-908-ob.jpg	DIAM'S3.908/OB	Pendentif  en or blanc 18 carats 1diamant de 0,10 carat couleur F pureté SI1		Or blanc<BR>OR 18 CARATS<BR>1,85 Gr<BR><PUn><BR><PCn>			  66100.00	  65935.15	    164.85	      0.00	      0.00	BO/809.3 999		999	3.908/OB
21	5	3-928.jpg	DIAM'S3.928	Pendentif goutte en or jaune 18 carats 1 diamant de 0,20 carat couleur F pureté SI1		Or jaune<BR>OR 18 CARATS<BR>2,80 Gr<BR><PUn><BR><PCn>			 121714.00	 121410.45	    303.55	      0.00	      0.00	829.3 999		999	3.928
21	6	3-928-ob.jpg	DIAM'S3.928/OB	Pendentif goutte en or blanc 18 carats 1 diamant de 0.20 carat couleur F pureté SI1		Or blanc<BR>OR 18 CARATS<BR>0,90 Gr<BR><PUn><BR><PCn>			  75200.00	  75012.45	    187.55	      0.00	      0.00	BO/829.3 999		999	3.928/OB
21	7	d10-20.jpg	DIAM'SD10.20	Pendentif  en or jaune 18 carats 1 diamant de 0,20 carat couleur F pureté SI1		<BR>OR 18 CARATS<BR>1,80 Gr<BR><PUn><BR><PCn>			 103200.00	 102942.62	    257.38	      0.00	      0.00	02.01D 999		999	D10.20
21	8	d3-102-ob.jpg	DIAM'SD3.102-OB	Pendentif en or blanc 18 carats 21 diamants de 0.01 carat couleur F pureté SI1		Or jaune<BR>OR 18 CARATS<BR>3,40 Gr<BR><PUn><BR><PCn>			 118997.00	 118700.22	    296.78	      0.00	      0.00	BO-201.3D 999		999	D3.102-OB
21	9	d3-109-ob.jpg	DIAM'SD3.109-OB	Pendentif en or blanc 18 carats , 30 diamants de 30 diamants de 0.008 carat couleur F pureté SI1		Or blanc<BR>OR 18 CARATS<BR>3,00 Gr<BR><PUn><BR><PCn>			  76280.00	  76089.76	    190.24	      0.00	      0.00	BO-901.3D 999		999	D3.109-OB
21	10	d3-112.jpg	DIAM'SD3.112	Pendentif papillon en or jaune 18 carats 54 diamants  de 0,008 carat en FSI1		Or jaune<BR>OR 18 CARATS<BR>2,50 Gr<BR><PUn><BR><PCn>			 116380.00	 116089.75	    290.25	      0.00	      0.00	211.3D 999		999	D3.112
21	11	d3-119-ob.jpg	DIAM'SD3.119-OB	Pendentif papillon en or blanc 18 carats 3 diamants de 0.01 carat   2 diamants de 0.008 carat en FSI1		Or blanc<BR>OR 18 CARATS<BR>1,60 Gr<BR><PUn><BR><PCn>			  44300.00	  44189.52	    110.48	      0.00	      0.00	BO-911.3D 999		999	D3.119-OB
21	12	d3-128-ob.jpg	DIAM'SD3.128-OB	Pendentif barrette en or blanc 18 carats 13 diamants de 0,06 carat en FSI1		<BR><BR>2,40 Gr<BR><PUn><BR><PCn>			 215477.00	 214939.60	    537.40	      0.00	      0.00	BO-821.3D 999		999	D3.128-OB
21	13	d3-13-ob.jpg	DIAM'SD3.13-OB	Pendentif en or blanc 18 carats 1 perle semi-ronde A 35diamants de 0.01 carat F SI1		Or blanc<BR>OR 18 CARATS<BR>4,00 Gr<BR><PUn><BR><PCn>			 206234.00	 205719.65	    514.35	      0.00	      0.00	BO-31.3D 999		999	D3.13-OB
21	14	d3-21-ob.jpg	DIAM'SD3.21/OB	Pendentif en or blanc 18 carats diamants 0.24 carat couleur F pureté SI1		Or blanc<BR>OR 18 CARATS<BR>3,40 Gr<BR><PUn><BR><PCn>			 125100.00	 124788.00	    312.00	      0.00	      0.00	BO/12.3D 999		999	D3.21/OB
21	15	d3-24.jpg	DIAM'SD3.24	Pendentif en or jaune 18 cts serti de 30 diamants de 0,02 carat couleur F pureté SI1		Or jaune<BR>OR 18 CARATS<BR>4,00 Gr<BR><PUn><BR><PCn>			 221613.00	 221060.30	    552.70	      0.00	      0.00	42.3D 999		999	D3.24
21	16	d3-24-ob.jpg	DIAM'SD3.24/OB	Pendentif en or blanc 18 carats 30 diamants de 0.02 carat couleurF pureté SI1		Or blanc<BR>OR 18 CARATS<BR>4,00 Gr<BR><PUn><BR><PCn>			 216600.00	 216059.80	    540.20	      0.00	      0.00	BO/42.3D 999		999	D3.24/OB
21	17	d3-29.jpg	DIAM'SD3.29	Pendentif en or jaune 18 carats 9 diamants de 0.03  carat couleur F pureté SI1		Or jaune<BR>OR 18 CARATS<BR>2,00 Gr<BR><PUn><BR><PCn>			  98000.00	  97755.59	    244.41	      0.00	      0.00	92.3D 999		999	D3.29
21	18	d3-29-ob.jpg	DIAM'SD3.29/OB	Pendentif en or blanc 18 carats 9 diamants de 0.03 carats couleur F pureté SI1		Or blanc<BR>OR 18 CARATS<BR>2,10 Gr<BR><PUn><BR><PCn>			  93974.00	  93739.63	    234.37	      0.00	      0.00	BO/92.3D 999		999	D3.29/OB
21	19	d3-36-ob.jpg	DIAM'SD3.36-OB	Pendentif en or blanc 18 carats diamants 0.42 carat couleur F pureté SI1		Or blanc<BR>OR 18 CARATS<BR>2,70 Gr<BR><PUn><BR><PCn>			 219898.00	 219349.57	    548.43	      0.00	      0.00	BO-63.3D 999		999	D3.36-OB
21	20	d3-38-ob.jpg	DIAM'SD3.38/OB	Pendentif en or blanc 18 carats diamants 0.18 carats couleur F pureté SI1		Or blanc<BR>OR 18 CARATS<BR>3,90 Gr<BR><PUn><BR><PCn>			 106135.00	 105870.30	    264.70	      0.00	      0.00	BO/83.3D 999		999	D3.38/OB
21	21	d3-46-ob.jpg	DIAM'SD3.46/OB	Pendentif en or blanc 18 carats		Or blanc<BR>OR 18 CARATS<BR>0,60 Gr<BR><PUn><BR><PCn>			 222314.00	 221759.55	    554.45	      0.00	      0.00	BO/64.3D 999		999	D3.46/OB
21	22	d3-47.jpg	DIAM'SD3.47	Pendentif en or jaune 18 carats 1 diamant de 0.20 carat couleurF pureté SI1		Or jaune<BR>OR 18 CARATS<BR>2,50 Gr<BR><PUn><BR><PCn>			 118796.00	 118499.72	    296.28	      0.00	      0.00	74.3D 999		999	D3.47
21	23	d3-53-ob.jpg	DIAM'SD3.53-OB	Pendentif en or blanc18 carats serti de 79 diamants de 0,01 carat couleur F pureté SI1		Or blanc<BR>OR 18 CARATS<BR>3,50 Gr<BR><PUn><BR><PCn>			 377481.00	 376539.56	    941.44	      0.00	      0.00	BO-35.3D 999		999	D3.53-OB
21	24	d3-54-ob.jpg	DIAM'SD3.54/OB	Pendentif en or blanc 18 carats diamants 0.90 carats Couleur F Pureté SI1		Or blanc<BR>OR 18 CARATS<BR>2,70 Gr<BR><PUn><BR><PCn>			 312559.00	 311779.48	    779.52	      0.00	      0.00	BO/45.3D 999		999	D3.54/OB
21	25	d3-58-ob.jpg	DIAM'SD3.58/OB	Pendentif en or blanc 18 carats 2 diamants 0.30 carat  18 diamants 0.01 carat en FSI1		Or blanc<BR>OR 18 CARATS<BR>2,50 Gr<BR><PUn><BR><PCn>			 423700.00	 422643.29	   1056.71	      0.00	      0.00	BO/85.3D 999		999	D3.58/OB
21	26	d3-64.jpg	DIAM'SD3.64	Pendentif en or jaune 18 carats  serti de 1 diamant 0.30 carat et 18 diamants 0.01 carat FSI1		<BR>OR 18 CARATS<BR>4,70 Gr<BR><PUn><BR><PCn>			 299400.00	 298653.30	    746.70	      0.00	      0.00	46.3D 999		999	D3.64
21	27	d3-64-ob.jpg	DIAM'SD3.64-OB	Pendentif en or blanc 18 carats  serti de 1diamants de 0,30 ct et de 18 x 0,01		Or blanc<BR>OR 18 CARATS<BR>5,00 Gr<BR><PUn><BR><PCn>			 290154.00	 289430.36	    723.64	      0.00	      0.00	BO-46.3D 999		999	D3.64-OB
21	28	d3-70.jpg	DIAM'SD3.70	Pendentif en or jaune 18 carats diamants 0.65 carat couleur F pureté SI1		Or jaune<BR>OR 18 CARATS<BR>4,70 Gr<BR><PUn><BR><PCn>			 373060.00	 372129.59	    930.41	      0.00	      0.00	07.3D 999		999	D3.70
21	29	d3-74-ob.jpg	DIAM'SD3.74-OB	Pendentif en or blanc 18 carats 2 diamants de  0.10 et 1 diamant de 0.15  carat couleur F pureté SI1		Or blanc<BR>OR 18 CARATS<BR>0,80 Gr<BR><PUn><BR><PCn>			 132160.00	 131830.39	    329.61	      0.00	      0.00	BO-47.3D 999		999	D3.74-OB
21	30	d3-77.jpg	DIAM'SD3.77	Pendentif  coeur en or jaune 18 carats 1 diamant de 0,04 carat couleur F pureté SI1		Or jaune<BR>OR 18 CARATS<BR>2,10 Gr<BR><PUn><BR><PCn>			  39500.00	  39401.49	     98.51	      0.00	      0.00	77.3D 999		999	D3.77
21	31	d3-79-btsa.jpg	DIAM'SD3.79-BTSA	Pendentif  entourage en or jaune 18 carats , 12 diamants de 0,01 carat couleur F pureté SI1 , 1 saphir 42/10		Or jaune<BR>OR 18 CARATS<BR>0,80 Gr<BR><PUn><BR><PCn>			 113974.00	 113689.75	    284.25	      0.00	      0.00	ASTB-97.3D 999		999	D3.79-BTSA
21	32	d3-79-ob.jpg	DIAM'SD3.79-OB	Pendentif  entourage en or blanc 18 carats .14 diamants de 0.01 carat couleur F pureté SI1		Or blanc<BR>OR 18 CARATS<BR>0,80 Gr<BR><PUn><BR><PCn>			  81100.00	  80897.74	    202.26	      0.00	      0.00	BO-97.3D 999		999	D3.79-OB
